lab_name,transfer_mode,protocol_name,display_name,active_total_nominal,masked_total,sensor,sensor_is_active,variable,rmse,mae,r2
lab1,lab1_reference,lab2_active_3_4_5_6_7,"Lab2 active set [3, 4, 5, 6, 7]",5,8,12,0,humidity,0.44658952944875785,0.33573952317237854,0.99304778129104
lab1,lab1_reference,lab2_active_3_4_5_6_7,"Lab2 active set [3, 4, 5, 6, 7]",5,8,13,0,temperature,0.5798095697984981,0.2953808009624481,0.7365133756680631
lab1,lab1_reference,lab2_active_3_4_5_6_7,"Lab2 active set [3, 4, 5, 6, 7]",5,8,13,0,humidity,1.6553167196820995,0.9921751618385315,0.8591093640651333
lab1,lab1_reference,lab2_active_2_7_9_10_11,"Lab2 active set [2, 7, 9, 10, 11]",5,8,1,0,temperature,0.21835725302168457,0.14291439950466156,0.8810238227510724
lab1,lab1_reference,lab2_active_2_7_9_10_11,"Lab2 active set [2, 7, 9, 10, 11]",5,8,1,0,humidity,0.8307448637783762,0.6119385361671448,0.976598864349108
lab1,lab1_reference,lab2_active_2_7_9_10_11,"Lab2 active set [2, 7, 9, 10, 11]",5,8,2,1,temperature,0.19322333704096728,0.13994592428207397,0.9539525629141099
lab1,lab1_reference,lab2_active_2_7_9_10_11,"Lab2 active set [2, 7, 9, 10, 11]",5,8,2,1,humidity,0.8489013176867247,0.6592130661010742,0.9745893775519204
lab1,lab1_reference,lab2_active_2_7_9_10_11,"Lab2 active set [2, 7, 9, 10, 11]",5,8,3,0,temperature,0.1354016760329357,0.09451501071453094,0.966484794317805
lab1,lab1_reference,lab2_active_2_7_9_10_11,"Lab2 active set [2, 7, 9, 10, 11]",5,8,3,0,humidity,0.6247997916942938,0.503227710723877,0.985167425298111
lab1,lab1_reference,lab2_active_2_7_9_10_11,"Lab2 active set [2, 7, 9, 10, 11]",5,8,4,0,temperature,0.10300320979928146,0.08270683884620667,0.9705276974518106
lab1,lab1_reference,lab2_active_2_7_9_10_11,"Lab2 active set [2, 7, 9, 10, 11]",5,8,4,0,humidity,0.5150297948866372,0.42562150955200195,0.9884057569082381
lab1,lab1_reference,lab2_active_2_7_9_10_11,"Lab2 active set [2, 7, 9, 10, 11]",5,8,5,0,temperature,0.0745004934202166,0.05712747946381569,0.9869082129049853
lab1,lab1_reference,lab2_active_2_7_9_10_11,"Lab2 active set [2, 7, 9, 10, 11]",5,8,5,0,humidity,0.4147312054747421,0.3296424150466919,0.9934354818595775
