transfer_mode,protocol_name,display_name,masked_total,r2_humidity,r2_temperature,active_count,score
head_only,lab2_active_10_13,"Lab2 active set [10, 13]",11,0.8342405993508817,0.9109392388036845,2,0.8725899190772831
head_only,lab2_active_8_13,"Lab2 active set [8, 13]",11,0.829591520449208,0.9135976792166838,2,0.871594599832946
head_only,lab2_active_3_4,"Lab2 active set [3, 4]",11,0.8565901683497189,0.8816382997385789,2,0.8691142340441489
head_only,lab2_active_4_12,"Lab2 active set [4, 12]",11,0.8456761860382186,0.8891273555846896,2,0.8674017708114541
head_only,lab2_active_1_9,"Lab2 active set [1, 9]",11,0.828334740540143,0.9034348474434476,2,0.8658847939917953
head_only,lab2_active_2_5,"Lab2 active set [2, 5]",11,0.826858957336096,0.9041968565407731,2,0.8655279069384345
head_only,lab2_active_4_5,"Lab2 active set [4, 5]",11,0.84041584808842,0.886687254816509,2,0.8635515514524645
head_only,lab2_active_12_13,"Lab2 active set [12, 13]",11,0.8218259099533018,0.9018138097968725,2,0.8618198598750872
head_only,lab2_active_4_6,"Lab2 active set [4, 6]",11,0.8481483168998932,0.8737963121312083,2,0.8609723145155508
head_only,lab2_active_1_13,"Lab2 active set [1, 13]",11,0.8290708002386096,0.8925938831622076,2,0.8608323417004086
head_only,lab2_active_2_4,"Lab2 active set [2, 4]",11,0.8377203308600526,0.8776587499433154,2,0.857689540401684
head_only,lab2_active_10_11,"Lab2 active set [10, 11]",11,0.8033229619385429,0.9115871305130904,2,0.8574550462258166
head_only,lab2_active_3_11,"Lab2 active set [3, 11]",11,0.8163878787230365,0.898111974846799,2,0.8572499267849178
head_only,lab2_active_1_11,"Lab2 active set [1, 11]",11,0.8255209934816305,0.8791228816231283,2,0.8523219375523794
head_only,lab2_active_6_11,"Lab2 active set [6, 11]",11,0.8169091731460119,0.8858286480246443,2,0.8513689105853282
head_only,lab2_active_5_11,"Lab2 active set [5, 11]",11,0.7912770076898392,0.8969240233649107,2,0.844100515527375
head_only,lab2_active_2_11,"Lab2 active set [2, 11]",11,0.8031092803080313,0.884065303246586,2,0.8435872917773086
head_only,lab2_active_3_13,"Lab2 active set [3, 13]",11,0.7904690992223474,0.8950360302223361,2,0.8427525647223417
head_only,lab2_active_5_13,"Lab2 active set [5, 13]",11,0.7860440284101029,0.8973785793082087,2,0.8417113038591558
head_only,lab2_active_2_13,"Lab2 active set [2, 13]",11,0.8087757955729079,0.8548477703008897,2,0.8318117829368987
head_only,lab2_active_1_4,"Lab2 active set [1, 4]",11,0.8153762944985206,0.8411384684959475,2,0.828257381497234
head_only,lab2_active_2_6,"Lab2 active set [2, 6]",11,0.7972851069747685,0.8489544992129604,2,0.8231198030938645
head_only,lab2_active_7_13,"Lab2 active set [7, 13]",11,0.7709564803681,0.8583240190024439,2,0.814640249685272
